content,score,Year,Month,Day
"Setelah fitur nya berubah ini untuk metode pembayaran melalui e-wallet ovo ko ngga bisa terus yah min ? mohon penjelasannya 🙏 , dan mau top up saldo melalui mbanking juga tidak bisa akses min, lebih nyaman fitur sebelumnya 🙏",2,2023,10,16
aplikasi busuk pesan tiket gagal 2x di pembayaran . Saldo berkurang.. tolong segera diperbaiki..,1,2023,10,16
Aplikasi tidak bisa login,1,2023,10,16
Aplikasi apaan buat pembelian tiket kereta bandara susah !!,1,2023,10,16
Masih suka lemot. Terutama kalo traffic tinggi. Kalo ada event promo. Pasti blank aplikasinya. Perbaiki lah. Masa kalah sama Traveloka. Traveloka smooth banget meskipun traffic tinggi kaya bereburu tiket mudik lebaran tetep enak,1,2023,10,16
Aplikasi jelek. Mau bayar tdk bisa. Padahal sdh aktivasi kai pay. Nyesel downlod aplikasi ini,1,2023,10,16
"Pertama kali pesan tiket melalui online lancar2 aja,terus yg ke 2 kali mw pesan lg udh gk bisa.di situ tertera jadwal kosong.knpa bisa gtu ya.mhon penjelasan nya.pdahal mw pesan dari 2 hari yg lalu,tapi tetep gitu jadwal kosong",3,2023,10,16
mending pakai aplikasi versi lama. pembayaran mudah. ada via linkaja. untuk versi yang baru ini. kurang memuaskan susah pembayaran dan sering eror,1,2023,10,16
"Pilih kereta antar kota, hanya tersedia stasiun populer saja,",2,2023,10,16
"jelek banget, masa selalu gabisa kalo dipake buat kereta lokal, pas cari stasiunnya selalu ada gangguan gajelas",1,2023,10,17
Saya mau beli tiket tapi cari stasiun keberangkatan di daerah tempat saya ga ada,1,2023,10,17
"Hai ka, pembayaran masih belum bisa menggunakan kartu bank lain selain mandiri yah...😔",4,2023,10,17
"Setelah pilih kota tujuan, tiket tidak ada yang muncul, hanya bacaan ""jadwal kosong"". Makin sulit",1,2023,10,17
gimana nih beli pulsa 2x gagal tapi dana tidak dikembalikan ayo uang saya 75.000 belum dibalikin ke saldo kaipay.,1,2023,10,17
Aplikasinya ngedown.jadi tambah sulit,1,2023,10,17
Kembalikan KAI Access seperti yg dulu. Jangan tampilkan tiket kereta yg sudah habis.,1,2023,10,17
Jadwal kereta tepat waktu & tempat duduk cukup nyaman..mudah2an kedepannya ditambah lagi jadwalnya🙏,5,2023,10,17
Aplikasi ga bisa untuk transaksi payah.... Gimana nih....,1,2023,10,17
"Apaan upgrate malah bikin susah pesen tiket nyesel, ada gak app yang lain selain kai jelek ini?",1,2023,10,17
"Mantappp, saya skrg terbantu sekali dengan tarif murah 🥹🙏 makasih kai",5,2023,10,17
"18-10-2023, meskipun ini solusi dari dampak kereta anjlok.. tapi perjalanan ini sungguh lama dan panjang, dari jalur selatan, ke pantura, balik lagi ke selatan itu panjang banget.",1,2023,10,17
Versi baru ini kenapa ya? Untuk cari stasiun aja susah banget. Dan di aplikasi ini aku pembayarannya sama ovo tapi tbtb kok gak bisa ya? Tolong donk di permudah. Biar kita saling enak aja mau perjalanan...,3,2023,10,18
Error saat melakukan pembayaran. Mohon diperbaiki,1,2023,10,18
Pembayaran sulit e-wallet TDK bisa digunakan,1,2023,10,18
"Tidak bisa daftar akun basic, aplikasi lemot",1,2023,10,18
"halo, versi yg ini makin banyak pilihan yg ga penting. mau pesen tiket udah kaya mau daftar paylater. railfood dan segala macam itu ngga perlu dimasukkan ke step pemesanan tiket yaa. Please hear us KAI !!",1,2023,10,18
Kenapa tiket medan binjai sekarang tidak bisa di akses lagi ya... Tidak tertera jadwal keberangkatannya...,1,2023,10,18
"Harusnya loket yang untuk orang baru beli tiket dipisah dg yg ganti jadwal karena kereta terlambat, kalo digabung jadi yg ngejar kereta beli tiket on the spot jd ikut telat karena lebih banyak yg ngantri nuker tiker padahal jadwal ganti mrka msh lama!!!",1,2023,10,18
Masa saya make akun lama ngak bisa dan buat cek kereta lokal susah mending di balikin ke versi lama lebih mudah,1,2023,10,18
"Ini kenapa mau beli tiket, Tulisanya kosong terus ya,",1,2023,10,18
"padahal jaringan stabil, tapi kok giliran mau pesan kreta lokal error mulu",1,2023,10,18
Enakan versi lama Maksudnya mungkin biar kelihatan profesional tapi malah ketahuan carut marut nya,1,2023,10,18
"Diperbarui malah MAKIN RIBET TIDAK SIMPLE, ENAKAN VERSI LAMA SIMPLE. KITA BUTUH CEPAT TEPAT !.",1,2023,10,18
Beberapa kali login sama pesan tiket gagal Mulu Karna metode pembayaran nya ribet ngak ada dana / BRI ribet. pake mbangking ttp ngk bisa masuk masuk top upnya. Saya jadi ngk bisa pulang rumah Karna hal ini.l,1,2023,10,18
Banyak bug waktu beli tiket kereta bandara,1,2023,10,18
"3x transaksi kepotong untuk beli 1 tiket, kok sekarang mulai gak beres kai ya, mau klaim gak ada buat klaim nya, apa harus ke staiun dulu??",1,2023,10,18
"lebih bagus versi lama..... dan lebih mudah,, pemilihan kursi dan pemilihan kereta nya.. kembalikan ke versi lama saja.",1,2023,10,18
"Aplikasi apaansih ini, activasi kaga bisa mulu padahal udah ngikutin stepnya dengan benar, mending gausah ada aplikasi ini aja deh",1,2023,10,19
Tinggal bayar pasti kadaluwarsa terus. Padahal pesenku ga lama. Jaringan juga bagus. Setiap mau masukkan pin buat pembayaran keluar mulu. Tolong diperbaiki,1,2023,10,19
"Saya naik Kereta Bogowonto sudah 2 x, saat pergi pulang Jogya - Bekasi tetapi dapat tempat duduk selalu menghadap ke belakang . Kenapa di setiap kereta tidak dibuat menghadap ke depan semua ? Kami sebagai orang yang punya riwayat vertigo sungguh tidak nyaman dengan kondisi tersebut.",4,2023,10,19
"Dalam update terbaru ini, Reduksi tidak dapat digunakan. Coba di cek dan ditindaklanjuti. Terima kasih! EDIT : Reduksi Subsidiary 50, setelah dipilih akan muncul kolom dengan tulisan 'Anda tidak dapat menggunakan tipe reduksi ini'.",1,2023,10,19
"Semakin di perbaharui semakin tidak bagus, tiket pesanan tidak masuk dan tidak tertera diriwayat , untuk KA lokal tidak bisa pilih kursi seperti biasanya, PAYAHHHH...!!!",2,2023,10,19
"Saat perubahan jadwal maupun perubahan no kursi udh bagus, ada biaya 25%. tp bagus proses cepat. Tp knp saat pembatalan tiket proses pengembalian dananya sangat lama..?? itu saja..",2,2023,10,19
aplikasi nya lebih mudah versi lama,1,2023,10,19
"Mau pesen tiket semua jadwalnya kosong, giliran cek pake versi lama masih ada banyak bangkunya. Kek mana iniii, di update malah jadi gabisa dipake",1,2023,10,19
"Kenapa sekarang susah sekali pesan tiket lokal di medan, berulang kali buka aplikasi mau pesan, tetap saja jadwal tidak ditemukan, makin lama bukan makin baik ni aplikasi, makin ngeselin, apa guna nya klw hrus beli tiket ke statiun juga,,,,",1,2023,10,19
"tolong ini semenjak upgrade dan banyak fitur jadi loading terus, jadinya gampang kehabisan tiket belum lagi akun sering tiba tiba keluar sendiri, tolong di perbaiki lagi seperti dulu.",3,2023,10,19
"layanan pemerintah kok pembayaran masih minim, rekening bca bri yang jalur lokal masih stack di ovo, payah",1,2023,10,19
"Ketika ingin melakukan pembayaran selalu muncul notif ""waktu pemesanan anda telah habis, silahkan lakukan pemesanan ulang"" padahal untuk pembayan baru klik langsung muncul notif seperti ini, dan ini dilakukan berulang kali tetap muncul keterangan yang saya sampaikan tadi.",1,2023,10,19
"Versi terbaru lebih ribet,, susah untuk masuk ke akun sendiri. Di upgrade bukannya makin bagus malah turun layanan di aplikasi",1,2023,10,19
"Ga bisa log in, loading terus setelah memasukkan password dan tiba tiba ada notifikasi aplikasi tidak merespon",1,2023,10,19
"makin keren pokoknya, coba kalau ada promo promo potongan harga dll, mesti makin kece",5,2023,10,19
Kapan ya aplikasi model2 ginian bagus hahahah,1,2023,10,19
"Kai semenjak di perbarui semakin ribet dan sulit, saya mau pesen tiket lokal jadwal tidak ada ud bolak balik direset ulng TPI ttp GK bisa untuk pesan KA lokal .. tolong diperbaiki lgi 🙏 dipermudah kan lagi untuk bisa pesan🙏",1,2023,10,19
"Update gabisa dipakai error isinya, balikin kaya dulu aja ringan",1,2023,10,19
"Kenapa ini gk fungsi.??? Saya baru download cek lokasi awal berangkat/dari - tujuan gk bisa, gagal terus",1,2023,10,19
"Habis di update nyari tiket tambah susah,ribet bagusan aplikasi yg lama sebelum di update",1,2023,10,19
Mau dibuat ala2 startup jatohnya pedih di mata dan ribet ada fitur2 yg kurang berguna,1,2023,10,19
Ntah kenapa sejak di ganti kai acces ke versi baru selalu saja mengalami kesalahan jaringan padahal jaringan Bagus dan saya rasa apk ini tak mencerna dengan baik Setiap pencarian selalu ada tulisan di bawah nya gagal mencari atau gagal menyambung kn hadehhh kesel cari tiket luar kota Susah banget selalu ada gangguan.,1,2023,10,19
Tolong diperhatikan booking tiketnya di sub selalu bermasalah,1,2023,10,19
"Tolong aplikasinya dibenerin ya, karena sering kali error' terutama saat akhir pekan, yang jadwal gak muncul lah, yang pilihan kursinya ngeblank gk kelihatan, payah",1,2023,10,19
"Ini gimana maksudnya jadwal kosong, gajelas banget. Di cek di HP temen saya padahal jadwalnya ada, saya jadi gadapet tiket.",1,2023,10,19
"Ketika mau proses kode qris susah keluar tidak tampil kode qris nya,.. tolong dong berbenah, harusnya kalo udah update itu makin bagus bukan makin jelek",5,2023,10,20
tampilan memang lebih bagus yang sekarang namun secara penggunaan mudah dan nyaman yang lama karna lebih banyak tiket yang muncul saat dicari kalau yang baru harus seminggu sebelumnya baru dapat kursi itupun tinggal sedikit kursinya kadang malah tanpa tempat duduk🥲🙏,1,2023,10,20
Aku cukup heran..barusan saya pesan tiket kereta tersisa ada 41 kursi yng kosong tapi begitu di pesan kok saya cuman dapat bagian yang berdiri di boarding? Aneh lama lama..tolong tampakan fitur sebelumnya mana mana aja kursi yng udah di pesan dan yng belum di pesan !! Fitur baru bikin merepotkan..segala hal yang dulunya mudah dibuat susah karena gengsi,1,2023,10,20
"Aplikasi payment e mbulet.. pake ovo kesalahan terus. Pake kaipay failed,, masukin sandi ulang trnyata kepotong 2x pembayaran.. Kalo untuk masyarakat umum jangan dibikin ribet....",1,2023,10,20
"Update apk malah jadi gabisa pesen. Pake apk lama di hp temen, masih ada jadwalnya. Aneh bgt sih.",1,2023,10,20
Ini kenapa yaa. Mau pesan tiket kai lokal dari binjai ke Medan tidak ada jadwalnya? Berulang kali dicoba ttp juga. Aplikasi keren tapi membingungkan,2,2023,10,20
"enakeun aplikasi lama, aplikasi baru malah gabisa railfood😴",2,2023,10,20
Pembaruan malah makin ribet... untuk tiket yang tersedia harus lihat 2 kali klik... ga kaya vwrsi lama... payah bukanya makin gampang malah tambah sulit buat nyari kreta nya,1,2023,10,20
"Di update kok makin ruwet, enakan dulu kalau pesan kereta, sekarang kita gatau kalau tiket nya masih tersedia atau sold out karena harus klik dulu nama kereta nya",3,2023,10,20
Tambah menurun mudah yang lama,1,2023,10,20
Tampilan yg skrg gk nyaman banget khususnya buat pilihan kereta antarkota. Sekarang gk keliatan kereta yg udh habis dan harus klik detail dulu untuk liat ketersediaan keretanya. Gak ramah klo untuk war ticket.,2,2023,10,20
"Aplikasi nya Error terus,Mau Ganti Nomer Tlp di Aplikasi, susah bener.",1,2023,10,20
"Kai acces not reccomended banget. Pesan tiket, langsung bayar. Lha ko tiketnya ga muncul2. D komplain via dm ig, wa, email smua di cuekin. D tlp call center, cm blg maaf k metode byr via qris lg gangguan. Dn status pemesanan tiket msh book, yg satu lg failed. Lh apakbr sm pembayaran saya?? Sekelas KAI ko IT nya ga becus kelola aplikasi sh",1,2023,10,20
"Tiap update app mesti login ulang, sulit lagi loginnya. Tambah ribet.",1,2023,10,20
TOKONG APLIKASI NYA DIPERBAIKI TIDAK BISA BUAT CEK TIKET DAN LAINNYA,1,2023,10,20
Saya mau pesan kereta selalu kadaluarsa..gimana ya?,4,2023,10,20
"Gemana cara memilih tempat duduk, klo yg dulu lebih mudah 🫣",3,2023,10,20
"Aplikasi baru yg ribet, menyusahkan pelanggan, masa diupdate tp malah makin ribet...jauh bagusan yg versi lama.",1,2023,10,20
Tidak bisa upgrade akun basic..ribet..apa pea aplikasinya..tau dh,1,2023,10,20
"Apk ga jelas, mau daftarin buat ortu saya, malah ga bisa. Saya login diakun pribadi saya juga ga bisa.",1,2023,10,20
"Saldo saya terpotong dan terambil oleh sistem, saldo kai pay 108 rb beli tiket seharga 48 rb, terpotong jadi sisa 24 ribu, hilang 36 ribu... Tidak ada tanggapan dari kai, sangat kecewa, uang saya belum kembali juga, parah, bikin trauma dan gak akan pakai pembayaran kai pay lagi, kapok dan takut dicuri lagi saldonya..",1,2023,10,20
"Untuk top up KAI PAY via gerai retail, kenapa tidak dibuat bisa top up di bawah 50k seperti e-wallet lainnya. Ubahlah kalau mau bersaing e-walletnya",2,2023,10,20
Pembatalan tiket tidak bisa karena menu tidak tersedia,1,2023,10,21
"Kenapa yah, semenjak update terbaru 6 okt 2023 jd lebih menurun fungsinya, saya uda beli tiket nih & ud bayar, tapi pembayaran gk bisa mungkin error, tp gitu cek di tiket saya & ada cuma gk bisa dibuka padahal saldo KAI berkurang. Oke beli lagi.Eh pas beli jd kebeli 2 & yg sebelumnya bisa dibuka tiketnya. Kadang beli 1 tiket bisa harga 2/3x lipat karena pembayaran gk bisa & buktinya setelah dibeli ud terlanjur kebayar lebih gmna dong. Dlu pesan 1 tiket di jam yg sama & orng yg sma gk bisa,gmn ni",1,2023,10,21
"BUMN lho ini, masa kalah ma aplikasi kayak traveloka dsb. Saya ga ngerti kayaknya susah sekali registrasi jadi akun basic di app ini, mau beli tiket tp pas mau registrasi susah bener, udah ganti no hp dan email tetep aja sudah tercantum tulisannya, kan tinggal lengkapi informasi doang kok susah sekali daftar di aplikasi ini.",1,2023,10,21
Kok saya udah bayar tiket lrt berhasil tapi tiketnya gak ada aneh aplikasi nih,1,2023,10,21
Fitur tambahkan tiket tidak bisa. Padahal aplikasi yang dulu bisa. Jadi mudah untuk ganti jadwal atau pembatalan tiket.,1,2023,10,21
"Kok aneh saya pilih untuk 1 dewasa tp tiket tidak tersedia, kalo lebih dari 1 baru tersedia",1,2023,10,21
"Akun sdh aktif, sdh top up kaspro. Waktu pembayaran gagal & sllu muncul ""kadaluwarsa. Waktu pemesanan anda telah habis silahkan lakukan pemesanan ulang"" sy coba puluhan kali sampe pegel ujungnya gagal pdahal koneksi internet stabil aja. Lah gunanya top up buat apa?? Aplikasi ga guna ujung²nya ga bs pesan tiket via app 👎👎",1,2023,10,21
Tgl 21/10/2023. Tiket yang sudah saya pesan tidak bisa di bayar menggunakan aplikasi banking apapun dengan alasan kode pembayaran tidak valid.,1,2023,10,21
Knp skrg jadi lemot bgt ya untuk untuk pilihan antar kotanya ngga bisa di search,1,2023,10,21
Ga bisa beli tiket KRL lebih dari 1. Padahal app lain bisa.. Rugi bgt udah isi saldo banyak² ternyata ga bisa dipake👎,3,2023,10,21
"edit: sekarang saya berikan bintang 5, karena aplikasi sudah keren dan lancar menggunakan flutter, mantap saya apresiasi!🤞pertahankan ya 👍, terus berikan fitur"" menarik lainnya 👍👍",5,2023,10,21
"Enak aplikasi yang lama, ini aplikasinya agak eror Gak ada CS buat pengaduan masak iya satu pemesanan kena debet 2* yang pertama muncul gagal pas pembayaran yg kedua gagal lagi ternyata udah auto kesedot saldonya 2* ,, asyem",2,2023,10,21
"sangat tidak rekomend memakai apk ini,sangat tidak jelas ini mau edit tujuan disruh klik bayar dan dana akan kembalikan, dan ini sudah 3KALI KLIK TAPI GA ADA PERUBAHAN SAMA SEKALI YANG ADA UANG BERKURANG DAN TIKET GABISA DIPAKAI",1,2023,10,21
"Dulu pernah instal, terus lama gak akses sudah dihapus dari hape, Install lagi kok gk bisa jadi member, padahal data sudah tersimpan, jadinya gk bisa digunakan untuk pesan tiket sepertinya lrbih ribet daripada yg dulu",1,2023,10,21
Gimana ini KAi aplikasi saya abdet terbaru palah eror ngak bisa di buka tolong segera diperbaiki,1,2023,10,21
"Mengcape instal uninstal gitu terus udah masukin email&nope sesuai perintahnya eror/salah Gimana sih,,,lieurrr 😒 Ini kenapa sih,kai Acces yg versi baru gabisa sama sekali,bangke bgt apknya",1,2023,10,21
Sejak jadi kai acces pilihan reduksi malah hilang,1,2023,10,21
"Hanya tampilan lebih bagus, namun isi jadi membingungkan. Bahkan pesan KA Lokal ga bisa terus. Sampai saat ini aplikasi ini blm berguna bagi saya",1,2023,10,21
"Lebih suka versi yg lama, walau ga lengkap fiturnya tpi semua fitur aman sekali dan berjalan lancar. Klo versi terbaru ini vitur nya lengkap tapi sayang ga semua fitur berjalan atau tidak bisa di pakai.. sangat kecewa sekali salah contohnya yaitu di bagian pengecekan tiket Kai Lokal.",1,2023,10,21
Kai lokal nya dong cepet benerin itu stasiun nya gak bisa di cari. Udah 2 bulan,1,2023,10,21
Kai sekarang dipikir lebih mudah (terbaik) malah mempersulit baru masuk dah di kasih yang ruwet-ruwet pas dah betul no hanphone nya malah gagal email juga malah gagal emang kai bodoh😩 ini aplikasi kanyut haduhhh😡,1,2023,10,21
"Sudah verifikasi akun tp mau pesen tiket ngga bs,harus verifikasi ulang dengan email baru,setelah itu tidak ada balasan.",3,2023,10,21
"Jadwal kreta apinya tidak ada, lebih bagus versi yg dulu",1,2023,10,21
"Enak aplikasi lama :(,sekarang jadwalnya munculnya lama banget 😭 Tolong pihak KAI mohon diperbaiki dan diperhatikan lagi 🙏🏻",2,2023,10,21
Saldo berkurang tapi tulisan pesanan tiket gagal (timeout). Mohon diperbaiki,2,2023,10,21
"Aplikasi Laknat, masak aku cari tiket Tulungagung Wonokromo gak ada, keterangannya Jadwal Kosong, padahal itu udah H-7 aku cari tiket nya pukul 00.10 biar enggak kehabisan. Anehnya lagi coba pakek uplikasi yng belum di update punya teman itu bisa muncul jadwal nya. Koneksi internet juga ada, buktinya aku cari tiket 1 hari sebelum itu bisa muncul.",1,2023,10,21
Maaf aplikasi nya sering error' saya sering bolak balik bayar dengan KAI pay sampai 4 kali 3 kali sampai saya nunggu jam 12 malam Uang kesedot / kepotong tapi tiket GK masuk itu sudah sering kayak gitu mohon diperbaiki aplikasi KAI pay nya. Uang kepotong tapi tiket GK masuk tulisan nya time out trus aku pesen lagi kedua lali kadang status uang Sudak masuk tapi tiket gak ada terimakasih 🙏 Tolong diperbaiki,1,2023,10,21
"Pada saat mau bayar pakek QRIS codenya kok ndak muncul nih gimana?udah di tunggu lama²ehh gagal udah ngantuk²,capek²habis kerja malah gagal terus kan jadi kecewa berat,kalau update jangan tampilan menu doang gak penting sokalnya yang penting lancar buat beli tiket.",5,2023,10,21
sering eror dan gak jelas setelah update jam 00.00 jadwal tidak ditemukan/ belum ada jadwal dan dicek berkala setiap menit ampai pukul 00.30 jadwal muncul tadi sudah tidak tersedia kursi dan kadang sudah habis mohon untuk diperbaiki lagi sistemnya 🤦‍♂️,1,2023,10,21
"Aplikasi kai Access yg baru lebih lemot & kurang praktis, lebih baik & praktis aplikasi sebelumnya, sekarang wktu pemesanan tiket lebih lama & proses berbelit2, terlalu bnyak trkait info yg hrus divalidasi, masalah saat pembayaran sring terjadi. Ktika pembayaran dgn kaipay sdh brhasil nmun ternotif menunggu pembayaran tpi saldo kaipay terpotong seharga 1 tiket, & ktika dproses & dbyar ulang , masih saja ternotif menunggu pembayaran, sehingga saldo terpotong 2x..ini sangat merugikan pelanggan..",2,2023,10,21
"Saya beli tiket, sudah dibayar. Bukti juga ada dan sudah lunas. Tapi tidak dapat tiket malah suruh bayar lagi. Karena bukan kesalahan saya, saya mau minta hak uang saya, eh bingung minta ke mana. Fitur komplainya belum ada atau mungkin saya yang kurang tau.",1,2023,10,21
Demi kepuasan konsumen.. tingkatkan sistemnya yg baik. Terutama ketika pembelian gagal ( pembelian pulsa ) .. hrs Saldo dikembalikan secepatnya .. TDK hrs melapor yg hrs melampirkan ini itu.... Ribeetttt..... Toloooongg. KL memang belum siap menjual pulsa dipliksinya mendingan gak usah,5,2023,10,21
"Sekedar kritik, tiket murah KAI yg ada saat ini terbatas & kuotanya sangat sedikit. Mengapa tdk bisa menghadirkan kereta dg harga murah?",2,2023,10,21
"Jadwal KA nya selalu kosong untuk lokal,tidak terjadwal,tidak terpakai sepertinya aplikasinya",2,2023,10,22
"Nggak bisa beli kereta lokal,padahal sebelum update bisa.kecewa berat...",2,2023,10,22
"Tampilannya aja bagus, tapi jadi gk berfungsi dengan baik 👎",1,2023,10,22
Cara daftar akun basic selalu gagal trus padahal waktu itu udh pernah pesen tiket,2,2023,10,22
"Mau daftar kai acsses susah bener sampk 10x gagal terus kalo bisa d permudah sesuai Imel bener"" sulit",4,2023,10,22
"Please KAI kembali ke yg lama aja gk sih😭 Fitur nya emang bagua yg sekarang lebih lengkap, tapi kalo mau beli tiket antar kota yg udah sold ny masih ttp ada.",3,2023,10,22
Kai lokal nya sulit ga bisa enak kan yang dulu,3,2023,10,22
"Baru aja masuk otp sudah gak bisa,katanya otp not valid lah dll Tolong diperbaiki lagi demi kenyamanan kami",1,2023,10,22
Sumpah aplikasi nya bener2 kek taik Bagusan gak usah di update kalo makin susah kek gini,1,2023,10,22
"user interface sangat buruk, lemot parah, banyak error",1,2023,10,22
Kenapa PD pilihan kereta lokal jadwal selalu kosong? Apa untuk pembelian tiket kereta lokal tidak bisa menggunakan KAI access ini???krna yg sblm nya bisa...LBH mudah d gunakan apk yg lama.tolong d jwb ya??,3,2023,10,22
Apk Cacad..nambahin tiket aja kagak bisa..padahal tinggal mencet tambahkan..tapi gak mau mencet..kocak kocak cacadq,2,2023,10,22
Min tolong untuk ka Lokal ditambahkan e wallet linkaja seperti dulu dan lebih gampang daripada pake kaspro tidak semua di Alfamart tidak bisa,2,2023,10,22
"pembayaran sudah berhasil tapi tiket tidak muncul,,sudah 2 kali pembayaran",1,2023,10,22
"Sangat disayangkan, saldo KAIPay terpotong 2x harga tiket, namun tiket tidak bisa didapatkan dan saldo hangus. Mohon ditindaklanjuti dan diperbaiki lagi sistemnya agar tidak merugikan pelanggan KAI.",1,2023,10,22
Harga di web sudah berubah untuk ontrip tp di aplikasi masih tetap.,1,2023,10,22
Bingung.... nama lokasi atau stasiun tidak diurutkan secara abjad huruf depannya.... seperti gak niat bikin aplikasi yg memudahkan... terkesan asal punya aplikasi saja ..,1,2023,10,22
Aplikasi Buruk melihat rute kereta jam berapa tidak bisa dibuka..mendingan aplikasi yg lama bagus,1,2023,10,23
"To developer dan PT KAI. Anggaran untuk aplikasi ini sekecil apa sih sebenernya? Kenapa bikin aplikasi yg astagfirullah sekali. Sebagai customer kecewa. Top-up KAIPAY yg bertujuan untuk memudahkan payment, sudah top-up saldo terdebet tapi tiket gagal di checkout. Ngajuin komplain, bertele-tele sekali prosedurnya. Sudah diberikan bukti, masih kurang. Apa dari server kalian ga ada recordnya juga? Kalo misalkan ada pilihan angkutan umum yg ""aman"" lainnya, akan amat sy pertimbangkan beralih dr KAI.",1,2023,10,23
"Kenapa tiap kali mau melakukan pembayaran terkendala waktu, sehingga transaksi jadi batal",1,2023,10,23
Kenapa jadi makin sulit dengan pakai versi yg update ini. Tiap saya mau bayar waktu habis padahal sudah gak pilih-pilih tempat duduk. Mohon bantuannya dong diperbaiki lagi ini Access KAI nya,1,2023,10,23
"Aplikasi Gajelas, gw beli pulsa sama paket data ga masuk masuk, tapi saldo kepotong, tolong kembalikan!!!!",1,2023,10,23
"SORRY SAYA HAPUS..,KARENA TIDAK BISA PESAN TIKET LOKAL KERETA API,BY BY KERETA API Indonesia👋",1,2023,10,23
"Mohon maaf sebelumnya sepertinya lebih bagus aplikasi yang lama, lebih segar ga bertele2.",2,2023,10,23
"lebih suka KAI accs yg lama:( tiketnya lebih lengkap dan murah,kalo skrng lengkap tapi lebih mahal",2,2023,10,23
Login baru2 ini kok gagal terus.... Sdh dpt otp ttp ja gagal Tolong min,1,2023,10,23
"Saya termasuk dalam penumpang kereta argo semeru yg anjlok kemarin. Hingga saat ini tidak ada pemberitahuan mengenai kompensasi atau tindak lanjutnya. Pembelian tiket kami lakukan melalui kai access, namun tidak ada pemberitahuan sama sekali. Dalam aplikasi kai access pun tidak ada sarana untuk menghubungi customer service dari pt. Kai, baik secara live chat maupun nomor telpon, email atau sosial media.",1,2023,10,23
"Aplikasinya tidak valid, ada kursi tersedia tapi tidak bisa booking",1,2023,10,23
"Masih banyak bug, sudah beberapa tiket hangus gara"" ini. Call center malah ditutup sepihak. Maklum produk Negri",1,2023,10,23
"Kecewa sih kenapa makin diupdate malah ga bisa memilih dan mengetahui seat yang kosong untuk di pilih. Setiap pesen seperti gambling jadinya, tapi sering dapat tanpa kursi dan terpaksa bediri dan Oh ya tolong ditambah juga gerbongnya keberangkatan Binjai - Medan dan Medan - Binjai (SUMUT) karena penumpang masih banyak yang berdiri.",1,2023,10,23
"Aneh diaplikasi KAI gak ada tiket di aplikasi lain malah ada,malah menyulitkan kayak banyak calo",1,2023,10,23
"Sekarang jadi gak bisa cek atau pesenn kereta lokal , lebih suka versi yg lama",3,2023,10,23
Beli tiket commuter Line masa barcode ga bisa di screenshot. Aplikasi membagongkan... Jadi dongo ni aplikasi. Emang menterinya ga kontrol ya? Bodoh sekali kalau begitu!,1,2023,10,23
"Saya sangat suka menggunakan KAI Access pemesanan mudah dan pratiks. Akan tetapi tolong dong ada versi yg kyk mesin antrian rumah sakit untuk orangtua yg ga bisa menggunakan KAI mobile, kadang saat di stasiun kasian melihat mereka ga bisa scan karena ga punya HP",5,2023,10,23
Kenapa kursi ada pas di klik NOT SEAT AVAILABLE apa cuma ngeprank aja..,3,2023,10,23
"Apa cuma aku udah beberapa bulan gak bisa login login ? Padahal pakai wifi udah aku speedtest kecepatan 50mb, susah amat mau login",1,2023,10,23
Poin dr aplikasi yg lama hangus nih jadinya.. Udahgitu aplikasi yg ini untuk pencarian KA nya bnyak yg gak muncul.. Udah gitu sering loading.. Enakan yg aplikasi yg lama,1,2023,10,24
Ko aneh si setiap pencarian tiket malah muncul tulisan tidak ada jadwal terus aneh banget apk nya perbaiki please,2,2023,10,24
Mohon agar aplikasinya diperbaiki lagi untuk pencarian stasiun masih erorr. Walaupun pakai jaringan apapun masih tetap sama. Saya kira di jaringan tetapi pake jaringan lain masih tetap sama... Mohon diperbaiki lagi agar memudahkan pelanggan dan pencarian tiket. Terimakasih.,5,2023,10,24
"Lebih suka versi lama... Maaf bukan tidak menghargai kemajuan kai, tp ini lebih membingungkan.. Kalau yang lama cepet, praktis dan simple. Mungkin kalau mau di upgrade pakai versi lama aja tpi lebih dimaksimalkan, jngan seperti yang ini.. Pusing",1,2023,10,24
"KAI buruk sekali, sy yang udah kepepet kehabisan kuota, nyoba beli paket data disana, malah transaksi gagal, lebih parahnya nya lagi, uang nya tidak dikembalikan, cuman tulisan nya saja dikembalikan, namun di rekening saya saldonya tidak kembali. Mohon diperhatikan ya KAI, kalo tidak ada respon samasekali, sy tdk ikhlas",1,2023,10,24
Habis update malah gak bisa buat beli tiket kereta lokal.. payah bangettt,1,2023,10,24
"Versi lama pilihan keretanya lebih banyak, gada jadwal keretanya jg yang jalan apa aja, jadi susah kalau mau atur jadwal",1,2023,10,24
"Tolong balikin saldo saya sebanyak 10 ribu, dikarenakan tadi pada saat mesen kereta tidak ada jaringan, giliran saya cek saldo 10 ribu saya di KAI PAY kepotong",3,2023,10,24
"Sudah upgrade member ke premium, Sudah topup kaspro, tapi saldo tidak bisa dipakai karena salah pin. Lupa pin, lihat diemail, link nya ga bisa untuk rubah pin. Email k kaspro bebelit jawabannya sampe berkali2 balas email. Solusinya bagaimana....",1,2023,10,24
Kenapa mau mendaftar member saat kode otp sudah di masukan dan pilih lanjut loadingnya lama bangett sihhhh sampe sekarang cuman loading aja data aman sudah di uninstall di install lagi ttep sama tolong di bantu,2,2023,10,25
"Tampilan rumit, setelah update jadi bingung",2,2023,10,25
